target,status,ngram_order,rank,ngram,count,share,cumulative_share,total_ngram_occurrences
ACL,negative,1,52,u,98,0.003525687149230105,0.7013239315009354,27796
ACL,negative,1,53,straznjeg,97,0.003489710749748165,0.7048136422506835,27796
ACL,negative,1,54,in,95,0.0034177579507842855,0.7082314002014678,27796
ACL,negative,1,55,to,95,0.0034177579507842855,0.7116491581522522,27796
ACL,negative,1,56,be,95,0.0034177579507842855,0.7150669161030364,27796
ACL,negative,1,57,intensity,94,0.0033817815513023457,0.7184486976543387,27796
ACL,negative,1,58,uredna,92,0.003309828752338466,0.7217585264066773,27796
ACL,negative,1,59,ligamenata,92,0.003309828752338466,0.7250683551590157,27796
ACL,negative,1,60,tetive,92,0.003309828752338466,0.7283781839113541,27796
ACL,negative,1,61,abnormal,89,0.0032018995538926464,0.7315800834652468,27796
ACL,negative,1,62,te,88,0.0031659231544107066,0.7347460066196575,27796
ACL,negative,1,63,kontinuitetu,87,0.003129946754928767,0.7378759533745862,27796
ACL,negative,1,64,intakt,87,0.003129946754928767,0.7410059001295151,27796
ACL,negative,1,65,kontinuiteta,87,0.003129946754928767,0.7441358468844438,27796
ACL,negative,1,66,on,86,0.003093970355446827,0.7472298172398907,27796
ACL,negative,1,67,odrzanog,86,0.003093970355446827,0.7503237875953375,27796
ACL,negative,1,68,sin,85,0.003057993955964887,0.7533817815513023,27796
ACL,negative,1,69,prati,85,0.003057993955964887,0.7564397755072673,27796
ACL,negative,1,70,notch,84,0.003022017556482947,0.7594617930637502,27796
ACL,negative,1,71,urednog,84,0.003022017556482947,0.7624838106202332,27796
ACL,negative,1,72,nalazi,83,0.0029860411570010073,0.7654698517772341,27796
ACL,negative,1,73,kolateralnih,83,0.0029860411570010073,0.7684558929342351,27796
ACL,negative,1,74,appear,82,0.0029500647575190675,0.7714059576917542,27796
ACL,negative,1,75,normaldir,81,0.0029140883580371277,0.7743200460497913,27796
ACL,negative,1,76,mr,79,0.0028421355590732477,0.7771621816088646,27796
ACL,negative,1,77,intenziteta,79,0.0028421355590732477,0.7800043171679378,27796
ACL,negative,1,78,кръстните,78,0.002806159159591308,0.7828104763275291,27796
ACL,negative,1,79,na,77,0.002770182760109368,0.7855806590876385,27796
ACL,negative,1,80,οι,75,0.0026982299611454886,0.788278889048784,27796
ACL,negative,1,81,arka,75,0.0026982299611454886,0.7909771190099295,27796
ACL,negative,1,82,ligaman,75,0.0026982299611454886,0.793675348971075,27796
ACL,negative,1,83,kruisband,75,0.0026982299611454886,0.7963735789322205,27796
ACL,negative,1,84,запазена,74,0.002662253561663549,0.799035832493884,27796
ACL,negative,1,85,цялост,74,0.002662253561663549,0.8016980860555476,27796
ACL,negative,1,86,koljena,73,0.002626277162181609,0.8043243632177292,27796
ACL,negative,1,87,са,73,0.002626277162181609,0.8069506403799108,27796
ACL,negative,1,88,voorste,73,0.002626277162181609,0.8095769175420924,27796
ACL,negative,1,89,m,72,0.002590300762699669,0.8121672183047921,27796
ACL,negative,1,90,ve,72,0.002590300762699669,0.8147575190674917,27796
ACL,negative,1,91,kollateral,71,0.002554324363217729,0.8173118434307095,27796
ACL,negative,1,92,seriji,70,0.0025183479637357893,0.8198301913944452,27796
ACL,negative,1,93,presjeka,70,0.0025183479637357893,0.8223485393581811,27796
ACL,negative,1,94,anterieur,69,0.0024823715642538495,0.8248309109224349,27796
ACL,negative,1,95,collateral,69,0.0024823715642538495,0.8273132824866888,27796
ACL,negative,1,96,със,68,0.0024463951647719097,0.8297596776514606,27796
ACL,negative,1,97,intacte,68,0.0024463951647719097,0.8322060728162326,27796
ACL,negative,1,98,и,68,0.0024463951647719097,0.8346524679810045,27796
ACL,negative,1,99,kruisbanden,67,0.00241041876528997,0.8370628867462945,27796
ACL,negative,1,100,patelarnog,66,0.0023744423658080297,0.8394373291121024,27796
ACL,negative,2,1,cruciate ligament,919,0.037188410488831335,0.037188410488831335,24712
ACL,negative,2,2,anterior cruciate,811,0.03281806409841373,0.07000647458724506,24712
ACL,negative,2,3,cruciate ligaments,719,0.029095176432502427,0.0991016510197475,24712
ACL,negative,2,4,ligament acl,631,0.025534153447717707,0.1246358044674652,24712
ACL,negative,2,5,acl pcl,598,0.02419876982842344,0.14883457429588864,24712
ACL,negative,2,6,ligaments anterior,597,0.024158303658141794,0.17299287795403043,24712
ACL,negative,2,7,acl normal,564,0.022822920038847522,0.19581579799287796,24712
ACL,negative,2,8,both bundles,552,0.02233732599546779,0.21815312398834574,24712
ACL,negative,2,9,bundles intact,550,0.0222563936549045,0.24040951764325025,24712
ACL,negative,2,10,normal acl,549,0.022215927484622856,0.2626254451278731,24712
ACL,negative,2,11,normal with,548,0.02217546131434121,0.2848009064422143,24712
ACL,negative,2,12,with both,546,0.02209452897377792,0.30689543541599223,24712
ACL,negative,2,13,and lcl,523,0.0211638070573001,0.3280592424732923,24712
ACL,negative,2,14,mcl and,506,0.02047588216251214,0.3485351246358045,24712
ACL,negative,2,15,pcl mcl,504,0.020394949821948852,0.36893007445775333,24712
ACL,negative,2,16,ligamentos cruzados,276,0.011168662997733895,0.3800987374554872,24712
ACL,negative,2,17,cruzados y,275,0.01112819682745225,0.3912269342829395,24712
ACL,negative,2,18,y colaterales,240,0.009711880867594691,0.40093881515053414,24712
ACL,negative,2,19,posterior cruciate,224,0.009064422143088379,0.41000323729362254,24712
ACL,negative,2,20,dentro de,216,0.008740692780835222,0.41874393007445776,24712
ACL,negative,2,21,de limites,216,0.008740692780835222,0.427484622855293,24712
ACL,negative,2,22,colaterales dentro,215,0.008700226610553577,0.43618484946584657,24712
ACL,negative,2,23,and posterior,213,0.008619294269990288,0.4448041437358368,24712
ACL,negative,2,24,limites normales,210,0.008497895759145354,0.4533020394949822,24712
ACL,negative,2,25,krizni ligament,162,0.006555519585626416,0.4598575590806086,24712
ACL,negative,2,26,capraz bag,160,0.006474587245063127,0.4663321463256717,24712
ACL,negative,2,27,prednji krizni,155,0.006272256393654904,0.47260440271932663,24712
ACL,negative,2,28,the anterior,127,0.005139203625768857,0.4777436063450955,24712
ACL,negative,2,29,is noted,119,0.004815474263515701,0.4825590806086112,24712
ACL,negative,2,30,anterior and,111,0.004491744901262544,0.4870508255098737,24712
ACL,negative,2,31,the contour,102,0.004127549368727744,0.4911783748786015,24712
ACL,negative,2,32,kriznog ligamenta,102,0.004127549368727744,0.4953059242473292,24712
ACL,negative,2,33,are intact,100,0.004046617028164455,0.49935254127549367,24712
ACL,negative,2,34,contour of,100,0.004046617028164455,0.5033991583036581,24712
ACL,negative,2,35,within normal,100,0.004046617028164455,0.5074457753318226,24712
ACL,negative,2,36,intenziteti signala,99,0.00400615085788281,0.5114519261897054,24712
ACL,negative,2,37,morfologija i,98,0.003965684687601166,0.5154176108773065,24712
ACL,negative,2,38,i intenziteti,98,0.003965684687601166,0.5193832955649077,24712
ACL,negative,2,39,iliotibijalnog traktusa,98,0.003965684687601166,0.5233489802525089,24712
ACL,negative,2,40,of acl,97,0.003925218517319521,0.5272741987698284,24712
ACL,negative,2,41,prednjeg i,97,0.003925218517319521,0.5311994172871479,24712
ACL,negative,2,42,i straznjeg,97,0.003925218517319521,0.5351246358044675,24712
ACL,negative,2,43,straznjeg kriznog,97,0.003925218517319521,0.539049854321787,24712
ACL,negative,2,44,to be,95,0.0038442861767562318,0.5428941404985432,24712
ACL,negative,2,45,be within,93,0.0037633538361929427,0.5466574943347362,24712
ACL,negative,2,46,ligament and,93,0.0037633538361929427,0.5504208481709291,24712
ACL,negative,2,47,signal intensity,92,0.003722887665911298,0.5541437358368404,24712
ACL,negative,2,48,ligamenta iliotibijalnog,92,0.003722887665911298,0.5578666235027517,24712
ACL,negative,2,49,acl intact,90,0.003641955325348009,0.5615085788280997,24712
ACL,negative,2,50,abnormal signal,89,0.0036014891550663645,0.5651100679831661,24712
ACL,negative,2,51,in the,87,0.0035205568145030754,0.5686306247976691,24712
ACL,negative,2,52,normal no,87,0.0035205568145030754,0.5721511816121723,24712
ACL,negative,2,53,no abnormal,87,0.0035205568145030754,0.5756717384266753,24712
ACL,negative,2,54,intensity is,87,0.0035205568145030754,0.5791922952411783,24712
ACL,negative,2,55,u kontinuitetu,87,0.0035205568145030754,0.5827128520556815,24712
ACL,negative,2,56,intact anterior,85,0.0034396244739397864,0.5861524765296212,24712
ACL,negative,2,57,the intercondylar,84,0.003399158303658142,0.5895516348332793,24712
ACL,negative,2,58,intercondylar notch,84,0.003399158303658142,0.5929507931369375,24712
ACL,negative,2,59,uredna morfologija,84,0.003399158303658142,0.5963499514405957,24712
ACL,negative,2,60,on capraz,84,0.003399158303658142,0.5997491097442538,24712
ACL,negative,2,61,signala te,84,0.003399158303658142,0.603148268047912,24712
ACL,negative,2,62,te se,84,0.003399158303658142,0.6065474263515701,24712
ACL,negative,2,63,se prati,84,0.003399158303658142,0.6099465846552282,24712
ACL,negative,2,64,prati u,84,0.003399158303658142,0.6133457429588863,24712
ACL,negative,2,65,odrzanog kontinuiteta,84,0.003399158303658142,0.6167449012625446,24712
ACL,negative,2,66,notch the,83,0.0033586921333764973,0.620103593395921,24712
ACL,negative,2,67,nalazi se,83,0.0033586921333764973,0.6234622855292975,24712
ACL,negative,2,68,signala kolateralnih,83,0.0033586921333764973,0.626820977662674,24712
ACL,negative,2,69,kolateralnih ligamenata,83,0.0033586921333764973,0.6301796697960506,24712
ACL,negative,2,70,se uredna,82,0.0033182259630948527,0.6334978957591454,24712
ACL,negative,2,71,ligament urednog,81,0.003277759792813208,0.6367756555519586,24712
ACL,negative,2,72,urednog signala,80,0.0032372936225315637,0.6400129491744901,24712
ACL,negative,2,73,ligamenata prednjeg,79,0.003196827452249919,0.6432097766267401,24712
ACL,negative,2,74,intenziteta signala,78,0.0031563612819682746,0.6463661379087083,24712
ACL,negative,2,75,кръстните връзки,78,0.0031563612819682746,0.6495224991906766,24712
ACL,negative,2,76,appear to,78,0.0031563612819682746,0.6526788604726449,24712
ACL,negative,2,77,ligaments are,76,0.0030754289414049855,0.6557542894140499,24712
ACL,negative,2,78,bag lateral,76,0.0030754289414049855,0.6588297183554548,24712
ACL,negative,2,79,ligaman normaldir,75,0.003034962771123341,0.6618646811265781,24712
ACL,negative,2,80,arka capraz,74,0.0029944966008416964,0.6648591777274199,24712
ACL,negative,2,81,запазена цялост,74,0.0029944966008416964,0.6678536743282616,24712
ACL,negative,2,82,voorste kruisband,73,0.002954030430560052,0.6708077047588217,24712
ACL,negative,2,83,koljena nalazi,72,0.0029135642602784073,0.6737212690191,24712
ACL,negative,2,84,i tetive,72,0.0029135642602784073,0.6766348332793785,24712
ACL,negative,2,85,tetive m,72,0.0029135642602784073,0.6795483975396569,24712
ACL,negative,2,86,pcl appear,72,0.0029135642602784073,0.6824619617999352,24712
ACL,negative,2,87,bag ve,71,0.002873098089996763,0.685335059889932,24712
ACL,negative,2,88,na seriji,70,0.0028326319197151183,0.6881676918096471,24712
ACL,negative,2,89,seriji mr,70,0.0028326319197151183,0.6910003237293623,24712
ACL,negative,2,90,mr presjeka,70,0.0028326319197151183,0.6938329556490773,24712
ACL,negative,2,91,ve arka,70,0.0028326319197151183,0.6966655875687925,24712
ACL,negative,2,92,lateral kollateral,70,0.0028326319197151183,0.6994982194885077,24712
ACL,negative,2,93,kollateral ligaman,69,0.0027921657494334737,0.7022903852379411,24712
ACL,negative,2,94,intacte voorste,68,0.002751699579151829,0.705042084817093,24712
ACL,negative,2,95,със запазена,67,0.0027112334088701846,0.7077533182259631,24712
ACL,negative,2,96,is intact,67,0.0027112334088701846,0.7104645516348332,24712
ACL,negative,2,97,patelarnog ligamenta,66,0.00267076723858854,0.7131353188734219,24712
ACL,negative,2,98,ligament is,65,0.0026303010683068955,0.7157656199417287,24712
ACL,negative,2,99,collateral ligaments,61,0.0024684363871803174,0.718234056328909,24712
ACL,negative,2,100,sin alteraciones,58,0.0023470378763353838,0.7205810942052444,24712
ACL,positive,1,1,of,645,0.039643515673017826,0.039643515673017826,16270
ACL,positive,1,2,acl,543,0.03337430854333128,0.07301782421634911,16270
ACL,positive,1,3,the,468,0.02876459741856177,0.10178242163491089,16270
ACL,positive,1,4,anterior,456,0.028027043638598648,0.12980946527350953,16270
ACL,positive,1,5,tear,438,0.026920712968653965,0.15673017824216348,16270
ACL,positive,1,6,ligament,406,0.024953902888752304,0.1816840811309158,16270
ACL,positive,1,7,cruciate,355,0.021819299323909035,0.20350338045482483,16270
ACL,positive,1,8,grade,293,0.01800860479409957,0.2215119852489244,16270
ACL,positive,1,9,complete,282,0.017332513829133374,0.23884449907805777,16270
ACL,positive,1,10,capraz,238,0.014628149969268592,0.25347264904732636,16270
ACL,positive,1,11,in,204,0.01253841425937308,0.26601106330669944,16270
ACL,positive,1,12,injury,165,0.010141364474492931,0.27615242778119237,16270
ACL,positive,1,13,bagda,163,0.010018438844499078,0.28617086662569147,16270
ACL,positive,1,14,at,158,0.009711124769514443,0.2958819913952059,16270
ACL,positive,1,15,is,158,0.009711124769514443,0.30559311616472035,16270
ACL,positive,1,16,on,157,0.009649661954517517,0.31524277811923784,16270
ACL,positive,1,17,and,156,0.00958819913952059,0.3248309772587584,16270
ACL,positive,1,18,de,137,0.00842040565457898,0.33325138291333745,16270
ACL,positive,1,19,1,124,0.007621389059618931,0.34087277197295635,16270
ACL,positive,1,20,mid,124,0.007621389059618931,0.3484941610325753,16270
ACL,positive,1,21,del,115,0.007068223724646589,0.3555623847572219,16270
ACL,positive,1,22,partial,114,0.007006760909649662,0.36256914566687154,16270
ACL,positive,1,23,substance,113,0.006945298094652735,0.36951444376152426,16270
ACL,positive,1,24,degeneration,106,0.006515058389674247,0.3760295021511985,16270
ACL,positive,1,25,with,105,0.00645359557467732,0.38248309772587585,16270
ACL,positive,1,26,lca,98,0.006023355869698832,0.3885064535955747,16270
ACL,positive,1,27,there,97,0.0059618930547019056,0.3944683466502766,16270
ACL,positive,1,28,u,96,0.005900430239704979,0.40036877688998157,16270
ACL,positive,1,29,dejenerasyon,94,0.005777504609711125,0.4061462814996927,16270
ACL,positive,1,30,intercondylar,89,0.00547019053472649,0.4116164720344192,16270
ACL,positive,1,31,ligamenta,89,0.00547019053472649,0.41708666256914567,16270
ACL,positive,1,32,miksoid,88,0.005408727719729564,0.4224953902888752,16270
ACL,positive,1,33,prednjeg,87,0.005347264904732637,0.42784265519360787,16270
ACL,positive,1,34,signal,86,0.00528580208973571,0.4331284572833436,16270
ACL,positive,1,35,sinyal,86,0.00528580208973571,0.43841425937307926,16270
ACL,positive,1,36,kriznog,86,0.00528580208973571,0.443700061462815,16270
ACL,positive,1,37,a,80,0.004917025199754148,0.44861708666256916,16270
ACL,positive,1,38,prednji,76,0.004671173939766442,0.45328826060233557,16270
ACL,positive,1,39,krizni,76,0.004671173939766442,0.45795943454210203,16270
ACL,positive,1,40,rupture,76,0.004671173939766442,0.4626306084818685,16270
ACL,positive,1,41,favor,75,0.004609711124769515,0.467240319606638,16270
ACL,positive,1,42,chronic,72,0.004425322679778734,0.4716656422864167,16270
ACL,positive,1,43,mucoid,72,0.004425322679778734,0.47609096496619546,16270
ACL,positive,1,44,medial,70,0.0043023970497848806,0.4803933620159803,16270
ACL,positive,1,45,на,70,0.0043023970497848806,0.48469575906576523,16270
ACL,positive,1,46,rotura,67,0.0041180086047941,0.4888137676705593,16270
ACL,positive,1,47,notch,66,0.004056545789797173,0.4928703134603565,16270
ACL,positive,1,48,кръстна,64,0.003933620159803319,0.4968039336201598,16270
ACL,positive,1,49,връзка,64,0.003933620159803319,0.5007375537799631,16270
ACL,positive,1,50,intensity,63,0.003872157344806392,0.5046097111247695,16270
ACL,positive,1,51,ligaments,63,0.003872157344806392,0.5084818684695759,16270
ACL,positive,1,52,proximal,60,0.0036877688998156115,0.5121696373693915,16270
ACL,positive,1,53,yirtik,60,0.0036877688998156115,0.5158574062692072,16270
ACL,positive,1,54,lateral,58,0.0035648432698217577,0.5194222495390289,16270
ACL,positive,1,55,sekonder,57,0.003503380454824831,0.5229256299938537,16270
ACL,positive,1,56,ve,52,0.0031960663798401966,0.5261216963736939,16270
ACL,positive,1,57,tibial,52,0.0031960663798401966,0.5293177627535341,16270
ACL,positive,1,58,signala,49,0.003011677934849416,0.5323294406883835,16270
ACL,positive,1,59,bag,49,0.003011677934849416,0.535341118623233,16270
ACL,positive,1,60,posterior,49,0.003011677934849416,0.5383527965580823,16270
ACL,positive,1,61,ruptura,48,0.0029502151198524894,0.5413030116779348,16270
ACL,positive,1,62,mukoid,48,0.0029502151198524894,0.5442532267977873,16270
ACL,positive,1,63,low,48,0.0029502151198524894,0.5472034419176398,16270
ACL,positive,1,64,increase,47,0.0028887523048555623,0.5500921942224954,16270
ACL,positive,1,65,dejenerasyona,47,0.0028887523048555623,0.552980946527351,16270
ACL,positive,1,66,inside,47,0.0028887523048555623,0.5558696988322065,16270
ACL,positive,1,67,ρηξη,47,0.0028887523048555623,0.5587584511370621,16270
ACL,positive,1,68,je,46,0.0028272894898586356,0.5615857406269207,16270
ACL,positive,1,69,χιαστου,45,0.0027658266748617085,0.5643515673017824,16270
ACL,positive,1,70,συνδεσμου,45,0.0027658266748617085,0.5671173939766442,16270
ACL,positive,1,71,interstitial,44,0.002704363859864782,0.5698217578365089,16270
ACL,positive,1,72,high,44,0.002704363859864782,0.5725261216963737,16270
ACL,positive,1,73,προσθιου,44,0.002704363859864782,0.5752304855562385,16270
ACL,positive,1,74,femoral,43,0.002642901044867855,0.5778733866011063,16270
ACL,positive,1,75,s,42,0.002581438229870928,0.5804548248309772,16270
ACL,positive,1,76,parcial,42,0.002581438229870928,0.5830362630608482,16270
ACL,positive,1,77,2,41,0.0025199754148740013,0.5855562384757221,16270
ACL,positive,1,78,за,41,0.0025199754148740013,0.5880762138905962,16270
ACL,positive,1,79,izlendi,41,0.0025199754148740013,0.5905961893054702,16270
ACL,positive,1,80,impresion,41,0.0025199754148740013,0.5931161647203442,16270
ACL,positive,1,81,t2wi,40,0.002458512599877074,0.5955746773202213,16270
ACL,positive,1,82,artisi,40,0.002458512599877074,0.5980331899200984,16270
ACL,positive,1,83,мр,40,0.002458512599877074,0.6004917025199754,16270
ACL,positive,1,84,данни,40,0.002458512599877074,0.6029502151198525,16270
ACL,positive,1,85,pcl,39,0.0023970497848801475,0.6053472649047327,16270
ACL,positive,1,86,mild,39,0.0023970497848801475,0.6077443146896128,16270
ACL,positive,1,87,uz,39,0.0023970497848801475,0.610141364474493,16270
ACL,positive,1,88,f,38,0.002335586969883221,0.6124769514443762,16270
ACL,positive,1,89,ile,38,0.002335586969883221,0.6148125384142594,16270
ACL,positive,1,90,contour,38,0.002335586969883221,0.6171481253841425,16270
ACL,positive,1,91,sprain,37,0.0022741241548862937,0.6194222495390289,16270
ACL,positive,1,92,degisikligi,37,0.0022741241548862937,0.6216963736939152,16270
ACL,positive,1,93,предната,37,0.0022741241548862937,0.6239704978488014,16270
ACL,positive,1,94,o,37,0.0022741241548862937,0.6262446220036878,16270
ACL,positive,1,95,or,36,0.002212661339889367,0.6284572833435771,16270
ACL,positive,1,96,руптура,36,0.002212661339889367,0.6306699446834665,16270
ACL,positive,1,97,i,35,0.0021511985248924403,0.6328211432083589,16270
ACL,positive,1,98,conclusion,35,0.0021511985248924403,0.6349723417332513,16270
ACL,positive,1,99,straight,35,0.0021511985248924403,0.6371235402581438,16270
ACL,positive,1,100,line,35,0.0021511985248924403,0.6392747387830363,16270
ACL,positive,2,1,of the,312,0.021003029283069675,0.021003029283069675,14855
ACL,positive,2,2,cruciate ligament,297,0.01999326825984517,0.040996297542914846,14855
ACL,positive,2,3,anterior cruciate,295,0.01985863345674857,0.060854930999663416,14855
ACL,positive,2,4,tear of,245,0.016492763379333558,0.07734769437899697,14855
ACL,positive,2,5,the anterior,216,0.014540558734432852,0.09188825311342982,14855
ACL,positive,2,6,complete tear,199,0.013396162908111747,0.10528441602154157,14855
ACL,positive,2,7,of acl,196,0.013194210703466847,0.11847862672500842,14855
ACL,positive,2,8,capraz bagda,162,0.010905419050824637,0.12938404577583304,14855
ACL,positive,2,9,anterior capraz,120,0.008078088185796028,0.13746213396162907,14855
ACL,positive,2,10,grade 1,116,0.007808818579602827,0.1452709525412319,14855
ACL,positive,2,11,mid substance,113,0.007606866374957927,0.15287781891618984,14855
ACL,positive,2,12,ligament at,111,0.007472231571861326,0.16035005048805115,14855
ACL,positive,2,13,on capraz,111,0.007472231571861326,0.16782228205991248,14855
ACL,positive,2,14,at mid,106,0.007135644564119825,0.1749579266240323,14855
ACL,positive,2,15,1 injury,102,0.006866374957926624,0.18182430158195895,14855
ACL,positive,2,16,there is,96,0.006462470548636822,0.18828677213059575,14855
ACL,positive,2,17,kriznog ligamenta,86,0.00578929653315382,0.19407606866374957,14855
ACL,positive,2,18,prednjeg kriznog,84,0.00565466173005722,0.1997307303938068,14855
ACL,positive,2,19,partial tear,82,0.005520026926960619,0.20525075732076742,14855
ACL,positive,2,20,del lca,77,0.005183439919219118,0.21043419723998655,14855
ACL,positive,2,21,bagda miksoid,76,0.0051161225176708175,0.21555031975765734,14855
ACL,positive,2,22,in favor,75,0.005048805116122518,0.22059912487377986,14855
ACL,positive,2,23,favor of,75,0.005048805116122518,0.22564792998990238,14855
ACL,positive,2,24,krizni ligament,74,0.004981487714574217,0.23062941770447662,14855
ACL,positive,2,25,in the,73,0.0049141703130259175,0.23554358801750253,14855
ACL,positive,2,26,prednji krizni,73,0.0049141703130259175,0.24045775833052843,14855
ACL,positive,2,27,mucoid degeneration,66,0.004442948502187815,0.24490070683271625,14855
ACL,positive,2,28,intercondylar notch,64,0.004308313699091215,0.24920902053180746,14855
ACL,positive,2,29,degeneration of,64,0.004308313699091215,0.25351733423089867,14855
ACL,positive,2,30,кръстна връзка,64,0.004308313699091215,0.2578256479299899,14855
ACL,positive,2,31,the intercondylar,63,0.004240996297542915,0.26206664422753284,14855
ACL,positive,2,32,injury of,62,0.0041736788959946146,0.2662403231235274,14855
ACL,positive,2,33,signal intensity,61,0.004106361494446314,0.27034668461797373,14855
ACL,positive,2,34,notch there,58,0.0039044092898014135,0.27425109390777513,14855
ACL,positive,2,35,cruciate ligaments,58,0.0039044092898014135,0.2781555031975766,14855
ACL,positive,2,36,of grade,57,0.0038370918882531134,0.2819925950858297,14855
ACL,positive,2,37,grade partial,57,0.0038370918882531134,0.2858296869740828,14855
ACL,positive,2,38,the acl,55,0.003702457085156513,0.2895321440592393,14855
ACL,positive,2,39,acl tear,53,0.0035678222820599123,0.2930999663412992,14855
ACL,positive,2,40,ligament acl,50,0.003365870077415012,0.2964658364187142,14855
ACL,positive,2,41,miksoid dejenerasyon,49,0.0032985526758667117,0.299764389094581,14855
ACL,positive,2,42,acl is,47,0.003163917872770111,0.30292830696735107,14855
ACL,positive,2,43,low grade,46,0.003096600471221811,0.30602490743857286,14855
ACL,positive,2,44,capraz bag,46,0.003096600471221811,0.3091215079097947,14855
ACL,positive,2,45,intensity inside,46,0.003096600471221811,0.3122181083810165,14855
ACL,positive,2,46,increase signal,45,0.0030292830696735107,0.31524739145069003,14855
ACL,positive,2,47,dejenerasyona sekonder,45,0.0030292830696735107,0.3182766745203635,14855
ACL,positive,2,48,χιαστου συνδεσμου,45,0.0030292830696735107,0.32130595759003705,14855
ACL,positive,2,49,acl and,44,0.0029619656681252105,0.3242679232581622,14855
ACL,positive,2,50,προσθιου χιαστου,44,0.0029619656681252105,0.32722988892628746,14855
ACL,positive,2,51,mukoid dejenerasyon,40,0.0026926960619320095,0.32992258498821947,14855
ACL,positive,2,52,данни за,40,0.0026926960619320095,0.3326152810501515,14855
ACL,positive,2,53,ligaments anterior,40,0.0026926960619320095,0.3353079771120835,14855
ACL,positive,2,54,chronic complete,39,0.0026253786603837093,0.3379333557724672,14855
ACL,positive,2,55,miksoid dejenerasyona,39,0.0026253786603837093,0.3405587344328509,14855
