target,status,evidence_instances,possible_pairs,evaluated_pairs,pair_sampling,raw_exact_match_rate,normalized_exact_match_rate,jaccard_mean,jaccard_std,jaccard_median,jaccard_min,jaccard_max,jaccard_p05,jaccard_p25,jaccard_p75,jaccard_p95,jaccard_p99,method
Medial Meniscus,uncertain,91,4095,4095,all,0.003907203907203907,0.003907203907203907,0.1005574020117728,0.15653697644417502,0.0,0.0,1.0,0.0,0.0,0.17316341829085458,0.4,0.6875,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
Medial OA,negative,945,446040,20000,deterministic_sample,0.19345,0.19345,0.30877533488069964,0.37402497811261437,0.2,0.0,1.0,0.0,0.0,0.375,1.0,1.0,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
Medial OA,positive,915,418155,20000,deterministic_sample,0.00085,0.00085,0.060048424916328245,0.10626773649604322,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.25806451612903225,0.5,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
Medial OA,uncertain,1,0,0,all,,,,,,,,,,,,,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
PF OA,negative,1414,998991,20000,deterministic_sample,0.0618,0.0618,0.1791718479265454,0.2916303475849487,0.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
PF OA,positive,1412,996166,20000,deterministic_sample,0.0004,0.0004,0.05380643210223434,0.0951008712011487,0.0,0.0,1.0,0.0,0.0,0.07692307692307693,0.25,0.4193718166383674,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
PF OA,uncertain,12,66,66,all,0.0,0.0,0.16781356441182943,0.19049741188354702,0.08547632963179427,0.0,0.9767441860465116,0.0,0.032366071428571425,0.28428571428571425,0.4791666666666667,0.718176254589961,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
Synovitis,negative,22,231,231,all,0.017316017316017316,0.017316017316017316,0.16209161993828072,0.1889405021330387,0.1,0.0,1.0,0.0,0.07142857142857142,0.16666666666666666,0.5,1.0,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
Synovitis,positive,783,306153,20000,deterministic_sample,0.01575,0.01575,0.1043867298003406,0.19149908664726373,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.5,1.0,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
Synovitis,uncertain,9,36,36,all,0.08333333333333333,0.08333333333333333,0.2372112737446301,0.2723139793687279,0.12195121951219512,0.03225806451612903,1.0,0.048873873873873874,0.07407407407407407,0.23680124223602483,1.0,1.0,Jaccard over sets of normalize_text + Unicode simple_tokens; no embeddings or external model
