unit,dimension,value,count,mean,std,median,min,max,p05,p25,p75,p95,p99,unique_confidence_values,interpretation
selected Proposition,confidence_value,0.88,3361,0.8800000000000003,3.331164672282182e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,confidence_value,0.9,11547,0.9000000000000002,2.2205422036749224e-16,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,[0.9],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,ACL,4633,0.8301316641484999,0.06724054543922811,0.85,0.5,0.9,0.75,0.82,0.87,0.9,0.9,"[0.5, 0.75, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Baker's,2930,0.8682662116040956,0.04243361797077556,0.88,0.5,0.9,0.83,0.85,0.9,0.9,0.9,"[0.5, 0.83, 0.85, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Contusion,1582,0.8520543615676359,0.05712832368270968,0.85,0.5,0.9,0.83,0.83,0.88,0.9,0.9,"[0.5, 0.83, 0.85, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Effusion,5900,0.8759254237288135,0.03331248279282287,0.88,0.5,0.9,0.83,0.85,0.9,0.9,0.9,"[0.5, 0.83, 0.85, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Fracture,1618,0.841186650185414,0.07163399737893211,0.85,0.5,0.9,0.83,0.83,0.85,0.9,0.9,"[0.5, 0.83, 0.85, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Lateral Meniscus,5121,0.836473345049795,0.06322873378222112,0.85,0.5,0.9,0.75,0.82,0.87,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Lateral OA,1749,0.8428530588907948,0.043578903663020106,0.85,0.5,0.9,0.75,0.82,0.87,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,MCL,4468,0.817873769024172,0.056074482762948616,0.82,0.5,0.9,0.75,0.75,0.85,0.9,0.9,"[0.5, 0.75, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Medial Meniscus,5095,0.8545142296368989,0.07456215963516889,0.9,0.45,0.9,0.75,0.82,0.9,0.9,0.9,"[0.45, 0.5, 0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Medial OA,1871,0.8492838054516303,0.046831363749569414,0.85,0.5,0.9,0.75,0.82,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,PF OA,2920,0.8514452054794521,0.045542300576356026,0.85,0.5,0.9,0.8,0.82,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,target,Synovitis,819,0.8903907203907205,0.050598797900655745,0.9,0.5,0.9,0.88,0.9,0.9,0.9,0.9,"[0.5, 0.83, 0.85, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,proposition_status,negative,20863,0.8214293246417101,0.03526552494300236,0.83,0.75,0.85,0.75,0.82,0.85,0.85,0.85,"[0.75, 0.82, 0.83, 0.85]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,proposition_status,positive,17335,0.891017594462071,0.015507360500871715,0.9,0.8,0.9,0.87,0.88,0.9,0.9,0.9,"[0.8, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,proposition_status,uncertain,508,0.49980314960629924,0.003134183535025145,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,"[0.45, 0.5]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v2_collective,3871,0.752738310514079,0.013554120711282275,0.75,0.45,0.8,0.75,0.75,0.75,0.8,0.8,"[0.45, 0.75, 0.8]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v2_exact,12533,0.8671507220936727,0.033992911858976946,0.85,0.5,0.9,0.85,0.85,0.9,0.9,0.9,"[0.5, 0.85, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v2_exact|v2_collective,1,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,[0.9],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v3_morphology,5519,0.8575194781663346,0.0416211482442543,0.88,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v3_morphology|v2_exact,395,0.8473417721518989,0.1354135315236042,0.9,0.5,0.9,0.5,0.9,0.9,0.9,0.9,"[0.5, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v3_target,8603,0.8285156340811345,0.04353046893865349,0.82,0.5,0.87,0.82,0.82,0.87,0.87,0.87,"[0.5, 0.82, 0.87]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v3_target|v2_collective,25,0.862,0.018708286933869726,0.87,0.82,0.87,0.82,0.87,0.87,0.87,0.87,"[0.82, 0.87]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v3_target|v2_exact,7758,0.8812709461201342,0.07012362099450796,0.9,0.5,0.9,0.85,0.9,0.9,0.9,0.9,"[0.5, 0.85, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,detector,v3_target|v2_exact|v2_collective,1,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,[0.9],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,<no_explicit_rule>,12533,0.8671507220936727,0.033992911858976946,0.85,0.5,0.9,0.85,0.85,0.9,0.9,0.9,"[0.5, 0.85, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,baker_el,115,0.8800000000000001,1.1150817919292333e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,baker_nl|baker_variants,12,0.8758333333333335,0.014433756729740656,0.88,0.83,0.88,0.8575,0.88,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,baker_sl,86,0.8358139534883721,0.016121970123301785,0.83,0.83,0.88,0.83,0.83,0.83,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,baker_sl|baker_variants,89,0.8757303370786517,0.04027991944024166,0.88,0.5,0.88,0.88,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,baker_variants,959,0.863701772679875,0.03654091862291244,0.88,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,both_menisci,226,0.7648230088495577,0.038171712641925044,0.75,0.45,0.8,0.75,0.75,0.8,0.8,0.8,"[0.45, 0.75, 0.8]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,both_menisci_negative_only,476,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,both_menisci_negative_only|target_local_association,1,0.82,,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,both_menisci|both_menisci_negative_only,453,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,both_menisci|both_menisci_negative_only|target_local_association,3,0.82,0.0,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,both_menisci|target_local_association,7,0.87,0.0,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,[0.87],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,collateral_ligaments,802,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,collateral_ligaments|cruciate_and_collateral_ligaments,112,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,compartment_normality,865,0.8200000000000002,2.221730658006457e-16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,compartment_scope,3413,0.8658951069440376,0.04266266178425318,0.87,0.5,0.9,0.82,0.82,0.9,0.9,0.9,"[0.5, 0.82, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,compartment_scope|lateral_and_patellofemoral_compartments,3,0.88,0.017320508075688787,0.87,0.87,0.9,0.87,0.87,0.885,0.897,0.8994,"[0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,compartment_scope|tibiofemoral_compartments,12,0.8699999999999998,2.319180260577507e-16,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,[0.87],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,contusion_cyr,30,0.8799999999999998,2.2584051416334807e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,contusion_el,21,0.8776190476190476,0.01091089451179963,0.88,0.83,0.88,0.88,0.88,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,contusion_el|contusion_en,27,0.8799999999999999,1.1313720302054534e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,contusion_en,780,0.8401153846153847,0.06281265433637778,0.83,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,contusion_sl,12,0.8483333333333335,0.1096965511460289,0.88,0.5,0.88,0.7090000000000001,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,contusion_tr,35,0.8582857142857142,0.08949156103118505,0.88,0.5,0.88,0.766,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,cruciate_and_collateral_ligaments,321,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,cruciate_and_collateral_ligaments|cruciate_ligaments,272,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,cruciate_ligaments,604,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,effusion_de_root,149,0.8659060402684563,0.022571610452153695,0.88,0.83,0.88,0.83,0.83,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,effusion_el_root,198,0.8693939393939393,0.020492325259830437,0.88,0.83,0.88,0.83,0.88,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,effusion_en_plural,1790,0.8651675977653632,0.03496944062898456,0.88,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,effusion_tr_root,470,0.8659574468085107,0.022494687784940286,0.88,0.83,0.88,0.83,0.83,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_cyr,34,0.8761764705882351,0.03275387609561637,0.9,0.83,0.9,0.83,0.83,0.9,0.9,0.9,"[0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_de,51,0.8323529411764704,0.011931175180026099,0.83,0.83,0.9,0.83,0.83,0.83,0.83,0.89,"[0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_el,55,0.895090909090909,0.016428602798138084,0.9,0.83,0.9,0.865,0.9,0.9,0.9,0.9,"[0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_el|fracture_en,1,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,[0.9],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_en,809,0.8299752781211372,0.0902595234104974,0.83,0.5,0.9,0.5,0.83,0.9,0.9,0.9,"[0.5, 0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_en|fracture_fr,64,0.836875,0.05035981643246043,0.83,0.5,0.9,0.83,0.83,0.83,0.9,0.9,"[0.5, 0.83, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_sl,22,0.834090909090909,0.1380013488860609,0.9,0.5,0.9,0.5,0.8425,0.9,0.9,0.9,"[0.5, 0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,fracture_tr,28,0.8414285714285713,0.14204105524692984,0.9,0.5,0.9,0.5,0.9,0.9,0.9,0.9,"[0.5, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,lateral_and_patellofemoral_compartments,2,0.8,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,[0.8],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,synovitis_de,16,0.8531249999999999,0.09498903445486045,0.88,0.5,0.88,0.7474999999999999,0.88,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
